year,team,player,position,birthdate,college
1986,NEW,Tony Eason,QB,10/8/1959,Illinois  
1986,NEW,Paul Fairchild,OG,9/14/1961,Kansas  
1986,NEW,Tony Franklin,K,11/18/1956,Texas A&M  
1986,NEW,Irving Fryar,WR,9/28/1962,Nebraska  
1986,NEW,Ernest Gibson,DB,10/3/1961,Furman  
1986,NEW,Vencie Glenn,DB,10/26/1964,Indiana State  
1986,NEW,Steve Grogan,QB,7/24/1953,Kansas State  
1986,NEW,Darryl Haley,OT,2/16/1961,Utah  
1986,NEW,Greg Hawthorne,RB,9/5/1956,Baylor  
1986,NEW,Milford Hodge,DE,3/11/1961,Washington State  
1986,NEW,Brian Holloway,OT,7/25/1959,Stanford  
1986,NEW,Craig James,RB,1/2/1961,Southern Methodist  
1986,NEW,Roland James,DB,2/18/1958,Tennessee  
1986,NEW,Cedric Jones,WR,6/1/1960,Duke  
1986,NEW,Ronnie Lippett,DB,12/10/1960,Miami  
1986,NEW,Fred Marion,DB,1/2/1959,Miami  
1986,NEW,Trevor Matich,C,10/9/1961,Brigham Young  
1986,NEW,Larry McGrew,LB,7/23/1957,Southern California  
1986,NEW,Rod McSwain,DB,1/28/1962,Clemson  
1986,NEW,Steve Moore,OT,10/1/1960,Tennessee State  
1986,NEW,Stanley Morgan,WR,2/17/1955,Tennessee  
1986,NEW,Guy Morriss,C,5/13/1951,Texas Christian  
1986,NEW,Steve Nelson,LB,4/26/1951,North Dakota State  
1986,NEW,Dennis Owens,DT,2/24/1960,North Carolina State  
1986,NEW,Gene Profit,DB,11/11/1964,Yale  
1986,NEW,Tom Ramsey,QB,7/9/1961,UCLA  
1986,NEW,Johnny Rembert,LB,1/19/1961,Clemson  
1986,NEW,Ed Reynolds,LB,9/23/1961,Virginia  
1986,NEW,Mike Ruth,DT,6/25/1964,Boston College  
1986,NEW,Willie Scott,TE,2/13/1959,South Carolina  
1986,NEW,Kenneth Sims,DE,10/31/1959,Texas  
1986,NEW,Stephen Starring,WR,7/30/1961,McNeese State  
1986,NEW,Mosi Tatupu,RB,4/26/1955,Southern California  
1986,NEW,Ben Thomas,DE,7/2/1961,Auburn  
1986,NEW,Andre Tippett,LB,12/27/1959,Iowa  
1986,NEW,Garin Veris,DE,2/27/1963,Stanford  
1986,NEW,Robert Weathers,RB,9/13/1960,Arizona  
1986,NEW,Clayton Weishuhn,LB,10/9/1959,Angelo State  
1986,NEW,Brent Williams,DE,10/23/1964,Toledo  
1986,NEW,Derwin Williams,WR,5/6/1961,New Mexico  
1986,NEW,Ed Williams,LB,9/8/1961,Texas  
1986,NEW,Toby Williams,DT,11/19/1959,Nebraska  
1986,NEW,Ron Wooten,OG,6/28/1959,North Carolina  
1986,NOR,Morten Andersen,K,8/19/1960,Michigan State  
1986,NOR,Sheldon Andrus,DT,10/5/1962,Nicholls State  
1986,NOR,Hoby Brenner,TE,6/2/1959,Southern California  
1986,NOR,Stan Brock,OT,6/8/1958,Colorado  
1986,NOR,Bruce Clark,DT,3/31/1958,Penn State  
1986,NOR,Chuck Commiskey,OG,3/2/1958,Mississippi  
1986,NOR,Bill Contz,OT,12/5/1961,Penn State  
1986,NOR,Jack Del Rio,LB,4/4/1963,Southern California  
1986,NOR,Jim Dombrowski,OG,10/19/1963,Virginia  
1986,NOR,Jon Dumbauld,DE,2/14/1963,Kentucky  
1986,NOR,Brad Edelman,OG,9/3/1960,Missouri  
1986,NOR,Kelvin Edwards,WR,7/19/1964,Liberty  
1986,NOR,Tony Elliott,DT,4/23/1959,North Texas  
1986,NOR,Russell Gary,DB,7/31/1959,Nebraska  
1986,NOR,Jumpy Geathers,DT,6/26/1960,Wichita State  
1986,NOR,Antonio Gibson,DB,7/5/1962,Cincinnati  
1986,NOR,Daren Gilbert,OT,10/3/1963,Cal State-Fullerton  
1986,NOR,Eugene Goodlow,WR,12/19/1958,Kansas State  
1986,NOR,Mel Gray,WR,3/16/1961,Purdue  
1986,NOR,Brian Hansen,P,10/26/1960,Sioux Falls  
1986,NOR,Herbert Harris,WR,5/4/1961,Lamar  
1986,NOR,James Haynes,LB,8/9/1960,Mississippi Valley State  
1986,NOR,Bobby Hebert,QB,8/19/1960,Northwestern State  
1986,NOR,Joel Hilgenberg,C,7/10/1962,Iowa  
1986,NOR,Dalton Hilliard,RB,1/21/1964,Louisiana State  
1986,NOR,Milford Hodge,DE,3/11/1961,Washington State  
1986,NOR,Rickey Jackson,LB,3/20/1958,Pittsburgh  
1986,NOR,Van Jakes,DB,5/10/1961,Kent State  
1986,NOR,Bobby Johnson,DB,9/1/1960,Texas  
1986,NOR,Vaughan Johnson,LB,3/24/1962,North Carolina State  
1986,NOR,Mike Jones,WR,4/14/1960,Tennessee State  
1986,NOR,Buford Jordan,RB,6/26/1962,McNeese State  
1986,NOR,Joe Kohlbrand,LB,3/18/1963,Miami  
1986,NOR,Steve Korte,OG,1/15/1960,Arkansas  
1986,NOR,Babe Laufenberg,QB,12/5/1959,Indiana  
1986,NOR,Eric Martin,WR,11/8/1961,Louisiana State  
1986,NOR,Brett Maxie,DB,1/13/1962,Texas Southern  
1986,NOR,Rueben Mayes,RB,6/6/1963,Washington State  
1986,NOR,Dana McLemore,DB,7/1/1960,Hawaii  
1986,NOR,Casey Merrill,DE,7/16/1957,California-Davis  
1986,NOR,Sam Mills,LB,6/3/1959,Montclair State  
1986,NOR,Johnnie Poe,DB,8/29/1959,Missouri  
1986,NOR,Glen Redd,LB,6/17/1958,Brigham Young  
1986,NOR,Pat Saindon,OG,3/3/1961,Vanderbilt  
1986,NOR,Pat Swilling,LB,10/25/1964,Georgia Tech  
1986,NOR,John Tice,TE,6/22/1960,Maryland  
1986,NOR,Alvin Toles,LB,3/23/1963,Tennessee  
1986,NOR,Willie Tullis,DB,4/5/1958,Troy State  
1986,NOR,Frank Warren,DT,9/14/1959,Auburn  
1986,NOR,Frank Wattelet,DB,10/25/1958,Kansas  
1986,NOR,Dave Waymer,DB,7/1/1958,Notre Dame  
1986,NOR,Jim Wilks,DE,3/12/1958,San Diego State  
1986,NOR,John Williams,RB,10/26/1960,Wisconsin  
1986,NOR,Ralph Williams,OT,3/27/1958,Southern  
1986,NOR,Dave Wilson,QB,4/27/1959,Illinois  
1986,NOR,Wayne Wilson,RB,9/4/1957,Shepherd  
1986,NYG,Raul Allegre,K,6/15/1959,Texas  
1986,NYG,Ottis Anderson,RB,1/19/1957,Miami  
1986,NYG,Billy Ard,OG,3/12/1959,Wake Forest  
1986,NYG,Carl Banks,LB,8/29/1962,Michigan State  
1986,NYG,Mark Bavaro,TE,4/28/1963,Notre Dame  
1986,NYG,Brad Benson,OT,11/25/1955,Penn State  
1986,NYG,Jim Burt,DT,6/7/1959,Miami  
1986,NYG,Harry Carson,LB,11/26/1953,South Carolina State  
1986,NYG,Maurice Carthon,RB,4/24/1961,Arkansas State  
1986,NYG,Mark Collins,DB,1/16/1964,Cal State-Fullerton  
1986,NYG,Joe Cooper,K,10/30/1960,California  
1986,NYG,Eric Dorsey,DE,8/5/1964,Notre Dame  
1986,NYG,Tom Flynn,DB,3/24/1962,Pittsburgh  
1986,NYG,Tony Galbreath,RB,1/29/1954,Missouri  
1986,NYG,Chris Godfrey,OG,5/17/1958,Michigan  
1986,NYG,Andy Headen,LB,7/8/1960,Clemson  
1986,NYG,Kenny Hill,DB,7/25/1958,Yale  
1986,NYG,Jeff Hostetler,QB,4/22/1961,West Virginia  
1986,NYG,Erik Howard,DT,11/12/1964,Washington State  
1986,NYG,Byron Hunt,LB,12/17/1958,Southern Methodist  
1986,NYG,Bobby Johnson,WR,12/14/1961,Kansas  
1986,NYG,Damian Johnson,OT,12/18/1962,Kansas State  
1986,NYG,Pepper Johnson,LB,7/29/1964,Ohio State  
1986,NYG,Brian Johnston,C,11/26/1962,North Carolina  
1986,NYG,Robbie Jones,LB,12/25/1959,Alabama  
1986,NYG,Terry Kinard,DB,11/24/1959,Clemson  
1986,NYG,Sean Landeta,P,1/6/1962,Towson  
1986,NYG,Greg Lasker,DB,9/28/1964,Arkansas  
1986,NYG,Lionel Manuel,WR,4/13/1962,Pacific  
1986,NYG,Leonard Marshall,DL,10/22/1961,Louisiana State  
1986,NYG,George Martin,DE,2/16/1953,Oregon  
1986,NYG,Phil McConkey,WR,2/24/1957,Navy  
1986,NYG,Solomon Miller,WR,12/6/1964,Utah State  
1986,NYG,Joe Morris,RB,9/15/1960,Syracuse  
1986,NYG,Zeke Mowatt,TE,3/5/1961,Florida State  
1986,NYG,Karl Nelson,OT,6/14/1960,Iowa State  
1986,NYG,Bart Oates,C,12/16/1958,Brigham Young  
1986,NYG,Elvis Patterson,DB,10/21/1960,Kansas  
1986,NYG,Gary Reasons,LB,2/18/1962,Northwestern State  
1986,NYG,William Roberts,OG,8/5/1962,Ohio State  
1986,NYG,Stacy Robinson,WR,2/19/1962,North Dakota State  
1986,NYG,Lee Rouson,RB,10/18/1962,Colorado  
1986,NYG,Jeff Rutledge,QB,1/22/1957,Alabama  
1986,NYG,Jerome Sally,DT,2/24/1959,Missouri  
1986,NYG,Phil Simms,QB,11/3/1954,Morehead State  
1986,NYG,Lawrence Taylor,LB,2/4/1959,North Carolina  
1986,NYG,Bob Thomas,K,8/7/1952,Notre Dame  
1986,NYG,Vince Warren,WR,2/18/1963,San Diego State  
1986,NYG,John Washington,DE,2/20/1963,Oklahoma State  
1986,NYG,Herb Welch,DB,1/12/1961,UCLA  
1986,NYG,Perry Williams,DB,5/12/1961,North Carolina State  
1986,NYJ,Dan Alexander,OG,6/17/1955,Louisiana State  
1986,NYJ,Rogers Alexander,LB,8/11/1964,Penn State  
1986,NYJ,Bill Bain,OG,8/9/1952,Southern California  
1986,NYJ,Tom Baldwin,DT,5/13/1961,Tulsa  
1986,NYJ,Ted Banker,OG,2/17/1961,Southeast Missouri State  
1986,NYJ,Marion Barber,RB,12/6/1959,Minnesota  
1986,NYJ,Barry Bennett,DT,12/10/1955,Concordia-Moorhead  
1986,NYJ,Troy Benson,LB,7/30/1963,Pittsburgh  
1986,NYJ,Guy Bingham,C,2/25/1958,Montana  
1986,NYJ,Dennis Bligen,RB,3/3/1962,St. John's (NY)  
1986,NYJ,Russell Carter,DB,2/10/1962,Southern Methodist  
1986,NYJ,Kyle Clifton,LB,8/23/1962,Texas Christian  
1986,NYJ,Bob Crable,LB,9/22/1959,Notre Dame  
1986,NYJ,Robert Ducksworth,DB,1/5/1963,Southern Mississippi  
1986,NYJ,Nuu Faaola,RB,1/15/1964,Hawaii  
1986,NYJ,Joe Fields,C,11/14/1953,Widener  
1986,NYJ,Jerome Foster,DE,7/25/1960,Ohio State  
1986,NYJ,Elvis Franks,DE,7/9/1957,Morgan State  
1986,NYJ,Mark Gastineau,DE,11/20/1956,East Central (OK)  
1986,NYJ,Kerry Glenn,DB,1/3/1962,Minnesota  
1986,NYJ,Billy Griggs,TE,8/4/1962,Virginia  
1986,NYJ,Rusty Guilbeau,LB,11/20/1958,McNeese State  
1986,NYJ,Mike Haight,OG,10/6/1962,Iowa  
1986,NYJ,Harry Hamilton,DB,11/29/1962,Penn State  
1986,NYJ,Michael Harper,WR,5/11/1961,Southern California  
1986,NYJ,Johnny Hector,RB,11/26/1960,Texas A&M  
1986,NYJ,Jerry Holmes,DB,12/22/1957,West Virginia  
1986,NYJ,Carl Howard,DB,9/20/1961,Rutgers  
1986,NYJ,Bobby Humphery,DB,8/23/1961,New Mexico State  
1986,NYJ,Charles Jackson,LB,3/22/1955,Washington  
1986,NYJ,Dave Jennings,P,6/8/1952,St. Lawrence  
1986,NYJ,Gordon King,OT,2/3/1956,Stanford  
1986,NYJ,Joe Klecko,DT,10/15/1953,Temple  
1986,NYJ,Rocky Klever,TE,7/10/1959,Montana  
1986,NYJ,Pat Leahy,K,3/19/1951,St. Louis  
1986,NYJ,Lester Lyles,DB,12/27/1962,Virginia  
1986,NYJ,Johnny Lynn,DB,12/19/1956,UCLA  
1986,NYJ,Marty Lyons,DT,1/5/1957,Alabama  
1986,NYJ,Kevin McArthur,LB,5/11/1962,Lamar  
1986,NYJ,Reggie McElroy,OT,3/4/1960,West Texas A&M  
1986,NYJ,Freeman McNeil,RB,4/22/1959,UCLA  
1986,NYJ,Lance Mehl,LB,2/14/1958,Penn State  
1986,NYJ,Rich Miano,DB,9/3/1962,Hawaii  
1986,NYJ,Matt Monger,LB,11/15/1961,Oklahoma State  
1986,NYJ,Derland Moore,DT,10/7/1951,Oklahoma  
1986,NYJ,Davlin Mullen,DB,2/17/1960,Western Kentucky  
1986,NYJ,Ken O'Brien,QB,11/27/1960,California-Davis  
1986,NYJ,Tony Paige,RB,10/14/1962,Virginia Tech  
1986,NYJ,Ben Rudolph,DT,8/29/1957,Long Beach State  
1986,NYJ,Pat Ryan,QB,9/16/1955,Tennessee  
1986,NYJ,Mickey Shuler,TE,8/21/1956,Penn State  
1986,NYJ,Kurt Sohn,WR,6/26/1957,Fordham  
1986,NYJ,Jim Stuckey,DE,6/21/1958,Clemson  
1986,NYJ,Jim Sweeney,C,8/8/1962,Pittsburgh  
1986,NYJ,Al Toon,WR,4/30/1963,Wisconsin  
1986,NYJ,Jo-Jo Townsell,WR,11/4/1960,UCLA  
1986,NYJ,Wesley Walker,WR,5/26/1955,California  
1986,PHI,Ron Baker,OG,11/19/1954,Oklahoma State  
1986,PHI,Mike Black,OT,8/24/1964,Sacramento State  
1986,PHI,Greg Brown,DE,1/5/1957,Eastern Illinois  
1986,PHI,Keith Byars,RB,10/14/1963,Ohio State  
1986,PHI,Matt Cavanaugh,QB,10/27/1956,Pittsburgh  
1986,PHI,Ken Clarke,DT,8/28/1956,Syracuse  
1986,PHI,Garry Cobb,LB,3/16/1957,Southern California  
1986,PHI,Joe Conwell,OT,2/24/1961,North Carolina  
1986,PHI,Evan Cooper,DB,6/25/1962,Michigan  
1986,PHI,Charles Crawford,RB,3/8/1964,Oklahoma State  
1986,PHI,Randall Cunningham,QB,3/27/1963,Nevada-Las Vegas  
1986,PHI,Byron Darby,DE,6/4/1960,Southern California  
1986,PHI,Matt Darwin,OT,3/11/1963,Texas A&M  
1986,PHI,Bobby Duckworth,WR,11/27/1958,Arkansas  
1986,PHI,Gerry Feehery,C,3/9/1960,Syracuse  
1986,PHI,Elbert Foules,DB,7/4/1961,Alcorn State  
1986,PHI,William Frizzell,DB,9/8/1962,North Carolina Central  
1986,PHI,Gregg Garrity,WR,11/24/1960,Penn State  
1986,PHI,Russell Gary,DB,7/31/1959,Nebraska  
1986,PHI,Jim Gilmore,OT,12/19/1962,Ohio State  
1986,PHI,Michael Haddix,RB,12/27/1961,Mississippi State  
1986,PHI,Nick Haden,OG,11/7/1962,Penn State  
1986,PHI,Terry Hoage,DB,4/11/1962,Georgia  
1986,PHI,Wes Hopkins,DB,9/26/1961,Southern Methodist  
1986,PHI,Kenny Jackson,WR,2/15/1962,Penn State  
1986,PHI,Ron Jaworski,QB,3/23/1951,Youngstown State  
1986,PHI,Tom Jelesky,OT,10/4/1960,Purdue  
1986,PHI,Dwayne Jiles,LB,11/23/1961,Texas Tech  
1986,PHI,Alonzo Johnson,LB,4/4/1963,Florida  
1986,PHI,Ron Johnson,WR,9/21/1958,Long Beach State  
1986,PHI,Seth Joyner,LB,11/18/1964,Texas-El Paso  
1986,PHI,Rich Kraynak,LB,1/20/1961,Pittsburgh  
1986,PHI,Bob Landsee,C,3/21/1964,Wisconsin  
1986,PHI,Byron Lee,LB,9/8/1964,Ohio State  
1986,PHI,Dave Little,TE,4/18/1961,Middle Tennessee State  
1986,PHI,Paul McFadden,K,9/24/1961,Youngstown State  
1986,PHI,Leonard Mitchell,DE,10/12/1958,Houston  
1986,PHI,Mike Quick,WR,5/14/1959,North Carolina State  
1986,PHI,Ken Reeves,OT,10/4/1961,Texas A&M  
1986,PHI,Mike Reichenbach,LB,9/14/1961,East Stroudsburg  
1986,PHI,Adam Schreiber,C,2/20/1962,Texas  
1986,PHI,Jody Schulz,LB,8/17/1960,East Carolina  
1986,PHI,Clyde Simmons,DE,8/4/1964,Western Carolina  
1986,PHI,Reggie Singletary,OG,1/17/1964,North Carolina State  
1986,PHI,Phil Smith,WR,4/28/1960,San Diego State  
1986,PHI,John Spagnola,TE,8/1/1957,Yale  
1986,PHI,Thomas Strauthers,DE,4/6/1961,Jackson State  
1986,PHI,Junior Tautalatasi,RB,3/24/1963,Washington State  
1986,PHI,John Teltschik,P,3/8/1964,Texas  
1986,PHI,Anthony Toney,RB,9/23/1962,Texas A&M  
1986,PHI,Jeff Tupper,DE,12/26/1962,Oklahoma  
1986,PHI,Andre Waters,DB,3/10/1962,Cheyney  
1986,PHI,Mike Waters,TE,3/15/1962,San Diego State  
1986,PHI,Reggie White,DE,12/19/1961,Tennessee  
1986,PHI,Brenard Wilson,DB,8/15/1955,Vanderbilt  
1986,PHI,Roynell Young,DB,12/1/1957,Alcorn State  
1986,PIT,Walter Abercrombie,RB,9/26/1959,Baylor  
1986,PIT,Gary Anderson,K,7/16/1959,Syracuse  
1986,PIT,Mark Behning,OT,9/26/1961,Nebraska  
1986,PIT,Bubby Brister,QB,8/15/1962,Northeast Louisiana  
1986,PIT,Jessie Britt,WR,3/3/1963,North Carolina A&T  
1986,PIT,Scott Campbell,QB,4/15/1962,Purdue  
1986,PIT,Gregg Carr,LB,3/31/1962,Auburn  
1986,PIT,Harvey Clayton,DB,4/4/1961,Florida State  
1986,PIT,Robin Cole,LB,9/11/1955,New Mexico  
1986,PIT,Gary Dunn,DT,8/24/1953,Miami  
1986,PIT,Dave Edwards,DB,3/31/1962,Illinois  
1986,PIT,Donnie Elder,DB,12/13/1962,Memphis  
1986,PIT,Rich Erenberg,RB,4/17/1962,Colgate  
1986,PIT,Keith Gary,DE,9/14/1959,Oklahoma  
1986,PIT,Preston Gothard,TE,2/23/1962,Alabama  
1986,PIT,Anthony Henton,LB,7/27/1963,Troy State  
1986,PIT,Bryan Hinkle,LB,6/4/1959,Oregon  
1986,PIT,David Hughes,RB,6/1/1959,Boise State  
1986,PIT,Tunch Ilkin,OL,9/23/1957,Indiana State  
1986,PIT,Earnest Jackson,RB,12/18/1959,Texas A&M  
1986,PIT,Louis Lipps,WR,8/9/1962,Southern Mississippi  
1986,PIT,David Little,LB,1/3/1959,Florida  
1986,PIT,Terry Long,OG,7/21/1959,East Carolina  
1986,PIT,Mark Malone,QB,11/22/1958,Arizona State  
1986,PIT,Mike Merriweather,LB,11/26/1960,Pacific  
1986,PIT,Ed Nelson,DE,4/30/1960,Auburn  
1986,PIT,Harry Newsome,P,1/25/1963,Wake Forest  
1986,PIT,Ray Pinney,OT,6/29/1954,Washington  
1986,PIT,Frank Pollard,RB,6/15/1957,Baylor  
1986,PIT,Randy Rasmussen,C,9/27/1960,Minnesota  
1986,PIT,Dan Reeder,RB,3/18/1961,Delaware  
1986,PIT,John Rienstra,OG,3/22/1963,Temple  
1986,PIT,Pete Rostosky,OT,7/29/1961,Connecticut  
1986,PIT,Lupe Sanchez,DB,10/28/1961,UCLA  
1986,PIT,Chuck Sanders,RB,4/24/1964,Slippery Rock  
1986,PIT,Warren Seitz,TE,9/29/1962,Missouri  
1986,PIT,Chris Sheffield,DB,1/9/1963,Albany State  
1986,PIT,Donnie Shell,DB,8/26/1952,South Carolina State  
1986,PIT,Darryl Sims,DE,7/23/1961,Wisconsin  
1986,PIT,John Stallworth,WR,7/15/1952,Alabama A&M  
1986,PIT,Larry Station,LB,12/5/1963,Iowa  
1986,PIT,John Swain,DB,9/4/1959,Miami  
1986,PIT,Calvin Sweeney,WR,1/12/1955,Southern California  
1986,PIT,Weegie Thompson,WR,3/21/1961,Florida State  
1986,PIT,Dan Turk,C,6/25/1962,Wisconsin  
1986,PIT,Mike Webster,C,3/18/1952,Wisconsin  
1986,PIT,Eric Williams,DB,2/21/1960,North Carolina State  
1986,PIT,Gerald Williams,DE,9/8/1963,Auburn  
1986,PIT,Keith Willis,DE,7/29/1959,Northeastern  
1986,PIT,Dennis Winston,LB,10/25/1955,Arkansas  
1986,PIT,Craig Wolfley,OG,5/19/1958,Syracuse  
1986,PIT,Rick Woods,DB,11/16/1959,Boise State  
1986,SFO,John Ayers,OG,4/14/1953,West Texas A&M  
1986,SFO,Dwaine Board,DE,11/29/1956,North Carolina A&T  
1986,SFO,Michael Carter,DT,10/29/1960,Southern Methodist  
1986,SFO,Tony Cherry,RB,2/8/1963,Oregon  
1986,SFO,Dwight Clark,WR,1/8/1957,Clemson  
1986,SFO,Bruce Collie,OT,6/27/1962,Texas-Arlington  
1986,SFO,Tom Cousineau,LB,5/6/1957,Ohio State  
1986,SFO,Roger Craig,RB,7/10/1960,Nebraska  
1986,SFO,Derrick Crawford,WR,9/3/1960,Memphis  
1986,SFO,Joe Cribbs,RB,1/5/1958,Auburn  
1986,SFO,Randy Cross,OG,4/25/1954,UCLA  
1986,SFO,Michael Durrette,OG,8/11/1957,West Virginia  
1986,SFO,Riki Ellison,LB,8/15/1960,Southern California  
1986,SFO,Jim Fahnhorst,LB,11/8/1958,Minnesota  
1986,SFO,Keith Fahnhorst,OT,2/6/1952,Minnesota  
1986,SFO,Ron Ferrari,LB,7/30/1959,Illinois  
1986,SFO,Russ Francis,TE,4/3/1953,Oregon  
1986,SFO,John Frank,TE,4/17/1962,Ohio State  
1986,SFO,Jeff Fuller,DB,8/8/1962,Texas A&M  
1986,SFO,Don Griffin,DB,3/17/1964,Middle Tennessee State  
1986,SFO,Charles Haley,DE,1/6/1964,James Madison  
1986,SFO,Derrick Harmon,RB,4/26/1963,Cornell  
1986,SFO,Dennis Harrison,DE,7/31/1956,Vanderbilt  
1986,SFO,John Harty,DT,12/17/1958,Iowa  
1986,SFO,Tom Holmoe,DB,3/7/1960,Brigham Young  
1986,SFO,Jeff Kemp,QB,7/11/1959,Dartmouth  
1986,SFO,Pete Kugler,DT,8/9/1959,Penn State  
1986,SFO,Ronnie Lott,DB,5/8/1959,Southern California  
1986,SFO,Ken Margerum,WR,10/5/1958,Stanford  
1986,SFO,Milt McColl,LB,8/28/1959,Stanford  
1986,SFO,Guy McIntyre,OG,2/17/1961,Georgia  
1986,SFO,Tim McKyer,DB,9/5/1963,Texas-Arlington  
1986,SFO,Dana McLemore,DB,7/1/1960,Hawaii  
1986,SFO,Carl Monroe,RB,2/20/1960,Utah  
1986,SFO,Joe Montana,QB,6/11/1956,Notre Dame  
1986,SFO,Mike Moroski,QB,9/4/1957,California-Davis  
1986,SFO,Tory Nixon,DB,2/24/1962,San Diego State  
1986,SFO,Bubba Paris,OT,10/6/1960,Michigan  
1986,SFO,Fred Quillan,C,1/27/1956,Oregon  
1986,SFO,Tom Rathman,RB,10/7/1962,Nebraska  
1986,SFO,Jerry Rice,WR,10/13/1962,Mississippi Valley State  
1986,SFO,Bill Ring,RB,12/13/1956,Brigham Young  
1986,SFO,Larry Roberts,DE,6/2/1963,Alabama  
1986,SFO,Doug Rogers,DE,6/23/1960,Stanford  
1986,SFO,Max Runager,P,3/24/1956,South Carolina  
1986,SFO,Todd Shell,LB,6/24/1962,Brigham Young  
1986,SFO,Jeff Stover,DT,5/22/1958,Oregon  
1986,SFO,Jim Stuckey,DE,6/21/1958,Clemson  
1986,SFO,Manu Tuiasosopo,DE,8/30/1957,UCLA  
1986,SFO,Keena Turner,LB,10/22/1958,Purdue  
1986,SFO,Wendell Tyler,RB,5/20/1955,UCLA  
1986,SFO,Steve Wallace,OT,12/27/1964,Auburn  
1986,SFO,Michael Walter,LB,11/30/1960,Oregon  
1986,SFO,Ray Wersching,K,8/21/1950,California  
1986,SFO,Carlton Williamson,DB,6/12/1958,Pittsburgh  
1986,SFO,Mike Wilson,WR,12/19/1958,Washington State  
1986,SFO,Eric Wright,DB,4/18/1959,Missouri  
1986,SEA,Eddie Anderson,DB,7/22/1963,Fort Valley State  
1986,SEA,Edwin Bailey,OG,5/15/1959,South Carolina State  
1986,SEA,Jon Borchardt,OG,8/13/1957,Montana State  
1986,SEA,Dave Brown,DB,1/16/1953,Michigan  
1986,SEA,Jeff Bryant,DE,5/22/1960,Clemson  
1986,SEA,Blair Bush,C,11/25/1956,Washington  
1986,SEA,Keith Butler,LB,5/16/1956,Memphis  
1986,SEA,Ray Butler,WR,6/28/1956,Southern California  
1986,SEA,Bob Cryder,OG,9/7/1956,Alabama  
1986,SEA,Kenny Easley,DB,1/15/1959,UCLA  
1986,SEA,Bobby Joe Edmonds,RB,9/26/1964,Arkansas  
1986,SEA,Randy Edwards,DE,3/9/1961,Alabama  
1986,SEA,Byron Franklin,WR,9/4/1958,Auburn  
1986,SEA,Greg Gaines,LB,10/16/1958,Tennessee  
1986,SEA,Vince Gamache,P,11/18/1961,Cal State-Fullerton  
1986,SEA,Gale Gilbert,QB,12/20/1961,California  
1986,SEA,Will Grant,C,3/7/1954,Kentucky  
1986,SEA,Jacob Green,DE,1/21/1957,Texas A&M  
1986,SEA,Gordon Hudson,TE,6/22/1962,Brigham Young  
1986,SEA,Patrick Hunter,DB,10/24/1964,Nevada  
1986,SEA,Glenn Hyde,C,3/14/1951,Pittsburgh  
1986,SEA,Michael Jackson,LB,7/15/1957,Washington  
1986,SEA,Gregg Johnson,DB,10/20/1958,Oklahoma State  
1986,SEA,Norm Johnson,K,5/31/1960,UCLA  
1986,SEA,Kerry Justin,DB,5/3/1955,Oregon State  
1986,SEA,John Kaiser,LB,6/6/1962,Arizona  
1986,SEA,Kani Kauahi,C,9/6/1959,Hawaii  
1986,SEA,Reggie Kinlaw,DT,1/9/1957,Oklahoma  
1986,SEA,Dave Krieg,QB,10/20/1958,Milton  
1986,SEA,Eric Lane,RB,1/6/1959,Brigham Young  
1986,SEA,Steve Largent,WR,9/28/1954,Tulsa  
1986,SEA,Jim Laughton,TE,1/18/1960,San Diego State  
1986,SEA,Ron Mattes,OT,8/8/1963,Virginia  
1986,SEA,Sam Merriman,LB,5/5/1961,Idaho  
1986,SEA,Bryan Millard,OG,12/2/1960,Texas  
1986,SEA,Alonzo Mitz,DE,6/5/1963,Florida  
1986,SEA,Randall Morris,RB,4/22/1961,Tennessee  
1986,SEA,Paul Moyer,DB,7/26/1961,Arizona State  
1986,SEA,Joseph Nash,DT,10/11/1960,Boston College  
1986,SEA,Eugene Robinson,DB,5/28/1963,Colgate  
1986,SEA,Bruce Scholtz,LB,9/26/1958,Texas  
1986,SEA,Curt Singer,OT,11/4/1961,Tennessee  
1986,SEA,Paul Skansi,WR,1/11/1960,Washington  
1986,SEA,Terry Taylor,DB,7/18/1961,Southern Illinois  
1986,SEA,Mike Tice,TE,2/2/1959,Maryland  
1986,SEA,Daryl Turner,WR,12/15/1961,Michigan State  
1986,SEA,Byron Walker,WR,7/28/1960,Citadel  
1986,SEA,Curt Warner,RB,3/18/1961,Penn State  
1986,SEA,John Williams,RB,11/23/1964,Florida  
1986,SEA,Mike Wilson,OT,5/28/1955,Georgia  
1986,SEA,Fredd Young,LB,11/14/1961,New Mexico State  
1986,TAM,Greg Allen,RB,6/4/1963,Florida State  
1986,TAM,Jerry Bell,TE,3/7/1959,Arizona State  
1986,TAM,Dennis Bligen,RB,3/3/1962,St. John's (NY)  
1986,TAM,Mack Boatner,RB,10/4/1958,Southeastern Louisiana  
1986,TAM,Scot Brantley,LB,2/24/1958,Florida  
1986,TAM,Keith Browner,LB,1/24/1962,Southern California  
1986,TAM,John Cannon,DE,7/30/1960,William & Mary  
1986,TAM,Gerald Carter,WR,6/19/1957,Texas A&M  
1986,TAM,Jeremiah Castille,DB,1/15/1961,Alabama  
1986,TAM,Craig Curry,DB,7/20/1961,Texas  
1986,TAM,Jeff Davis,LB,1/26/1960,Clemson  
1986,TAM,Steve DeBerg,QB,1/19/1954,San Jose State  
1986,TAM,K.D. Dunn,TE,4/28/1963,Clemson  
